Time,temp
1778040424.2054436,31.06
1778040424.326886,31.06
1778040424.4501455,30.94
1778040424.5718231,30.94
1778040424.6939454,31.00
1778040424.8204834,31.00
1778040424.9477913,30.81
1778040425.0737405,30.81
1778040425.198262,30.81
1778040425.3273346,30.81
1778040425.4483445,30.81
1778040425.5730188,30.81
1778040425.6964161,30.75
1778040425.824624,30.75
1778040425.9617057,30.88
1778040426.1386561,30.88
1778040426.2955012,30.69
1778040426.432874,30.69
1778040426.5536573,30.69
1778040426.7259686,30.62
1778040426.8448784,30.62
1778040426.9639387,30.69
1778040427.0866928,30.69
1778040427.213606,30.62
1778040427.347014,30.62
1778040427.4834323,30.62
1778040427.61371,30.62
1778040427.7410192,30.50
1778040427.8949127,30.44
1778040428.1629317,30.38
1778040428.2975569,30.38
1778040428.424787,30.44
1778040428.5532508,30.44
1778040428.7049787,30.56
1778040428.8601239,30.31
1778040429.0224571,30.31
1778040429.1631336,30.44
1778040429.2883222,30.44
1778040429.4231067,30.44
1778040429.5580592,30.44
1778040429.6966045,30.31
1778040429.8623798,30.38
1778040430.0177274,30.38
1778040430.1600747,30.25
1778040430.2847378,30.25
1778040430.4264948,30.25
1778040430.5931354,30.19
1778040430.757475,30.19
1778040430.9057143,30.19
1778040431.0629127,30.19
1778040431.2076197,30.19
1778040431.3354392,30.06
1778040431.4568834,30.06
1778040431.5803354,30.06
1778040431.7258952,30.06
1778040431.8609226,30.00
1778040432.0022082,30.00
1778040432.139601,30.00
1778040432.2811825,30.00
1778040432.4127698,29.94
1778040432.5421867,29.94
1778040432.6641176,29.94
1778040432.7939372,29.94
1778040432.917871,29.94
1778040433.1187913,29.81
1778040433.3567536,29.88
1778040433.6176481,29.75
1778040433.8513966,29.88
1778040434.0854325,29.81
1778040434.310004,29.69
1778040434.5198846,29.69
1778040434.7509246,29.69
1778040434.9986997,29.62
1778040435.2790976,29.56
1778040435.4697404,29.56
1778040435.7733223,29.62
1778040435.953741,29.62
1778040436.1174152,29.56
1778040436.295591,29.56
1778040436.4392269,29.56
1778040436.5894825,29.44
1778040436.8092756,29.44
1778040436.9502525,29.44
1778040437.1329095,29.50
1778040437.3055897,29.44
1778040437.4538455,29.44
1778040437.6207197,29.38
1778040437.769678,29.38
1778040437.925025,29.38
1778040438.0660982,29.38
1778040438.2006106,29.31
1778040438.3706713,29.31
1778040438.522457,29.38
1778040438.6704485,29.38
1778040438.7985656,29.25
1778040438.9197094,29.25
1778040439.0386062,29.31
1778040439.1599586,29.31
1778040439.2923696,29.19
1778040439.4312983,29.06
1778040439.563314,29.06
1778040439.688428,29.19
1778040439.8134072,29.19
1778040439.935462,29.19
1778040440.0595658,29.19
1778040440.2152965,29.19
1778040440.3700738,29.19
1778040440.5143843,29.12
1778040440.6559486,29.12
1778040440.7803988,29.06
1778040440.903063,29.12
1778040441.0308323,29.12
1778040441.1577642,29.00
1778040441.286956,29.00
1778040441.4125063,29.06
1778040441.5681646,29.06
1778040441.7095938,28.94
1778040441.8377879,28.94
1778040441.9735107,29.00
1778040442.1182876,29.00
1778040442.2458708,28.94
1778040442.3730626,28.94
1778040442.4982805,28.88
1778040442.6227438,28.81
1778040442.747155,28.81
1778040442.8740134,28.88
1778040442.9966936,28.88
1778040443.1178904,28.81
1778040443.2423275,28.81
1778040443.3658605,28.81
1778040443.4864216,28.81
1778040443.6089358,28.81
1778040443.7300909,28.81
1778040443.8642871,28.75
1778040444.0463433,28.75
1778040444.205006,28.62
1778040444.339234,28.62
1778040444.4611194,28.69
1778040444.583426,28.69
1778040444.7062106,28.62
1778040444.8341062,28.69
1778040444.9570076,28.69
1778040445.0788858,28.69
1778040445.1989653,28.44
1778040445.320384,28.44
1778040445.4419136,28.50
1778040445.5642042,28.50
1778040445.6850986,28.62
1778040445.8054883,28.62
1778040445.9395819,28.50
1778040446.0718226,28.56
1778040446.1919549,28.56
1778040446.3125892,28.50
1778040446.4522173,28.50
1778040446.6066053,28.50
1778040446.7690122,28.50
1778040446.9180562,28.38
1778040447.0459278,28.38
1778040447.1675844,28.38
1778040447.3026297,28.44
1778040447.4307332,28.44
1778040447.5623078,28.44
1778040447.683159,28.44
1778040447.8130612,28.38
1778040447.9371827,28.38
1778040448.0596998,28.25
1778040448.1993134,28.25
1778040448.3225944,28.31
1778040448.467925,28.31
1778040448.6004663,28.44
1778040448.7277944,28.44
1778040448.8563647,28.25
1778040448.983038,28.25
1778040449.1094663,28.19
1778040449.2397094,28.19
1778040449.3744085,28.38
1778040449.5405536,28.19
1778040449.6741867,28.19
1778040449.817442,28.25
1778040449.980336,28.25
1778040450.114215,28.19
1778040450.2696931,28.19
1778040450.399851,28.19
1778040450.5264676,28.12
1778040450.650644,28.12
1778040450.7714338,28.06
1778040450.9087994,28.06
1778040451.0688202,28.12
1778040451.2313876,28.06
1778040451.3785903,28.06
1778040451.5894437,28.06
1778040451.7384975,28.00
1778040451.8616052,28.00
1778040451.9836092,28.00
1778040452.105613,28.00
1778040452.2309299,28.00
1778040452.363228,28.00
1778040452.4849687,27.88
1778040452.6109989,27.88
1778040452.7311153,27.94
1778040452.8521373,27.94
1778040452.974363,27.94
1778040453.1063566,27.94
1778040453.2279706,27.88
1778040453.3481002,27.88
1778040453.4705842,27.94
1778040453.5926182,27.94
1778040453.713173,27.75
1778040453.8345172,27.75
1778040453.9548092,27.81
1778040454.1035485,27.81
1778040454.2287033,27.81
1778040454.3618913,27.81
1778040454.499398,27.75
1778040454.6263335,27.75
1778040454.7748873,27.81
1778040454.8996544,27.81
1778040455.0230632,27.81
1778040455.1570044,27.62
1778040455.2956421,27.62
1778040455.4369652,27.62
1778040455.5697854,27.62
1778040455.7021744,27.75
1778040455.826712,27.75
1778040455.9485624,27.69
1778040456.068787,27.69
1778040456.2075267,27.75
1778040456.3401291,27.75
1778040456.4644523,27.69
1778040456.6028345,27.69
1778040456.7360654,27.62
1778040456.8854775,27.62
1778040457.0093474,27.62
1778040457.129954,27.56
1778040457.2617376,27.56
1778040457.4036121,27.62
1778040457.537839,27.62
1778040457.6729712,27.62
1778040457.8072395,27.62
1778040457.9412258,27.56
1778040458.086948,27.56
1778040458.211686,27.56
1778040458.3538365,27.50
1778040458.4745364,27.50
1778040458.5965633,27.56
1778040458.7305415,27.56
1778040458.864866,27.56
1778040458.9846992,27.56
1778040459.119425,27.56
1778040459.249177,27.56
1778040459.3827815,27.62
1778040459.5082705,27.62
1778040459.640983,27.44
1778040459.7743757,27.44
1778040459.893389,27.38
1778040460.029633,27.38
1778040460.1512225,27.38
1778040460.286929,27.38
1778040460.408766,27.31
1778040460.528717,27.31
1778040460.6501338,27.31
1778040460.7868898,27.31
1778040460.906721,27.44
1778040461.0296721,27.44
1778040461.1602972,27.38
1778040461.2915885,27.31
1778040461.4130995,27.31
1778040461.5483928,27.38
1778040461.6803293,27.38
1778040461.8015254,27.25
1778040461.9254827,27.25
1778040462.0460455,27.19
1778040462.1816196,27.19
1778040462.310343,27.25
1778040462.4328675,27.25
1778040462.5547512,27.19
1778040462.679649,27.19
1778040462.80104,27.12
1778040462.9213789,27.12
1778040463.0412977,27.19
1778040463.1647096,27.19
1778040463.2881448,27.31
1778040463.4093854,27.31
1778040463.5336325,27.12
1778040463.6642513,27.12
1778040463.789047,27.19
1778040463.9090629,27.19
1778040464.0284758,27.12
1778040464.151474,27.12
1778040464.2723331,27.12
1778040464.3945565,27.12
1778040464.5209672,27.19
1778040464.6442819,27.19
1778040464.7688732,27.12
1778040464.8928971,27.12
1778040465.0136113,27.12
1778040465.1350625,27.12
1778040465.257798,27.12
1778040465.377628,27.12
1778040465.500097,27.06
1778040465.6223655,27.06
1778040465.743916,27.00
1778040465.865939,27.00
1778040465.9855886,27.06
1778040466.1069205,27.06
1778040466.2282069,27.06
1778040466.3515801,27.06
1778040466.473394,27.00
1778040466.5923002,27.00
1778040466.7160745,26.94
1778040466.8360608,26.94
1778040466.954481,27.00
1778040467.074574,27.00
1778040467.2006092,26.88
1778040467.3253822,26.88
1778040467.451187,26.94
1778040467.6091137,26.94
1778040467.8691869,26.81
