Time,temp
1778040304.2533,31.81
1778040304.3747044,31.81
1778040304.5005484,31.81
1778040304.620917,31.94
1778040304.74751,31.94
1778040304.869427,31.69
1778040304.9921932,31.69
1778040305.1119246,31.62
1778040305.2323492,31.62
1778040305.3578084,31.69
1778040305.477267,31.69
1778040305.6050317,31.69
1778040305.7251725,31.69
1778040305.8456273,31.69
1778040305.9684856,31.69
1778040306.0873966,31.62
1778040306.2102318,31.62
1778040306.3307335,31.62
1778040306.4536228,31.62
1778040306.5775645,31.69
1778040306.6969984,31.69
1778040306.8185282,31.56
1778040306.9384658,31.56
1778040307.0607476,31.56
1778040307.1799726,31.56
1778040307.302749,31.38
1778040307.4237344,31.38
1778040307.54574,31.50
1778040307.6654236,31.50
1778040307.791132,31.44
1778040307.9167686,31.44
1778040308.039525,31.38
1778040308.1605039,31.38
1778040308.2825718,31.25
1778040308.406271,31.25
1778040308.52602,31.31
1778040308.647096,31.31
1778040308.7678113,31.19
1778040308.8876314,31.19
1778040309.006398,31.25
1778040309.1285796,31.25
1778040309.2482312,31.19
1778040309.373578,31.19
1778040309.4974453,31.19
1778040309.6167722,31.19
1778040309.7401888,31.25
1778040309.8636308,31.25
1778040309.9847496,31.25
1778040310.1080055,31.25
1778040310.2335627,31.00
1778040310.3553982,31.00
1778040310.4792435,31.06
1778040310.604338,31.06
1778040310.727654,31.06
1778040310.8499827,31.06
1778040310.970015,31.12
1778040311.0909789,31.12
1778040311.2125127,31.06
1778040311.3336987,31.06
1778040311.456163,31.00
1778040311.580604,31.00
1778040311.761549,31.00
1778040311.9263344,30.94
1778040312.0751078,30.94
1778040312.2165496,30.75
1778040312.3371878,30.75
1778040312.4591832,30.81
1778040312.5822968,30.81
1778040312.7020605,30.81
1778040312.823546,30.81
1778040312.9456005,30.75
1778040313.0675113,30.75
1778040313.1892328,30.62
1778040313.3271518,30.62
1778040313.5858967,30.75
1778040313.7353373,30.75
1778040313.8583083,30.75
1778040313.9829342,30.62
1778040314.1031823,30.62
1778040314.2223516,30.56
1778040314.3425827,30.56
1778040314.4636052,30.62
1778040314.5868692,30.62
1778040314.7135365,30.44
1778040314.8340654,30.44
1778040314.9559808,30.56
1778040315.076283,30.56
1778040315.1996973,30.44
1778040315.3228118,30.44
1778040315.4446843,30.44
1778040315.5684578,30.44
1778040315.6908734,30.44
1778040315.8148348,30.44
1778040315.9404638,30.50
1778040316.0612051,30.50
1778040316.1842663,30.44
1778040316.3084285,30.44
1778040316.434996,30.38
1778040316.563885,30.38
1778040316.6900468,30.31
1778040316.8152099,30.19
1778040316.9362178,30.19
1778040317.0606065,30.31
1778040317.1814444,30.31
1778040317.3016312,30.31
1778040317.4249353,30.25
1778040317.550736,30.25
1778040317.672534,30.19
1778040317.7941,30.19
1778040317.9130182,30.19
1778040318.0360835,30.19
1778040318.1603196,30.12
1778040318.28059,30.12
1778040318.4018154,30.06
1778040318.523513,30.06
1778040318.644273,30.00
1778040318.7707539,30.00
1778040318.8995388,30.00
1778040319.0650792,30.12
1778040319.2311332,30.12
1778040319.3809705,30.00
1778040319.5189226,30.06
1778040319.644484,30.06
1778040319.7739067,29.94
1778040319.910116,29.94
1778040320.0317454,29.88
1778040320.1701548,29.88
1778040320.2965949,29.88
1778040320.4187176,29.88
1778040320.5434196,30.06
1778040320.667251,30.06
1778040320.790877,29.81
1778040320.916107,29.81
1778040321.0424645,29.88
1778040321.1965675,29.88
1778040321.3212304,29.75
1778040321.448195,29.75
1778040321.5764883,29.75
1778040321.6982815,29.75
1778040321.8241785,29.75
1778040321.9471235,29.75
1778040322.0718038,29.75
1778040322.1963809,29.75
1778040322.3172715,29.62
1778040322.4382944,29.62
1778040322.5629508,29.69
1778040322.692909,29.69
1778040322.8294542,29.69
1778040322.9796164,29.62
1778040323.1328979,29.62
1778040323.2700036,29.62
1778040323.4291954,29.62
1778040323.5667603,29.56
1778040323.7089853,29.50
1778040323.8468409,29.50
1778040323.9714909,29.62
1778040324.0947783,29.62
1778040324.226318,29.44
1778040324.3480444,29.44
1778040324.4763484,29.50
1778040324.5988114,29.50
1778040324.7208328,29.38
1778040324.84148,29.38
1778040324.9647734,29.44
1778040325.090204,29.44
1778040325.2161012,29.44
1778040325.341432,29.44
1778040325.4649787,29.31
1778040325.5980332,29.31
1778040325.7197883,29.38
1778040325.8436096,29.38
1778040325.9682312,29.31
1778040326.0907016,29.31
1778040326.216351,29.19
1778040326.3394132,29.19
1778040326.4626184,29.38
1778040326.585933,29.38
1778040326.710162,29.31
1778040326.8328545,29.31
1778040326.9728413,29.12
1778040327.100111,29.12
1778040327.2202682,29.12
1778040327.3533542,29.12
1778040327.4771717,29.19
1778040327.6100187,29.19
1778040327.7427573,29.19
1778040327.867319,29.19
1778040327.9998932,29.06
1778040328.1367269,29.06
1778040328.2617888,29.06
1778040328.3819702,29.25
1778040328.5017588,29.25
1778040328.622696,29.00
1778040328.7553513,29.00
1778040328.8785264,29.00
1778040328.9992025,29.00
1778040329.1216233,29.00
1778040329.2416313,29.00
1778040329.3628128,28.94
1778040329.4845052,28.94
1778040329.6072297,28.94
1778040329.7307956,28.94
1778040329.8531713,28.88
1778040329.9904535,28.88
1778040330.124273,28.94
1778040330.2559185,28.94
1778040330.39408,28.88
1778040330.5234356,28.88
1778040330.6571891,28.88
1778040330.788596,28.88
1778040330.9231384,28.88
1778040331.0583076,28.88
1778040331.1906319,28.81
1778040331.3143466,28.81
1778040331.4363184,28.81
1778040331.5581326,28.81
1778040331.6779072,28.75
1778040331.8019733,28.75
1778040331.922247,28.81
1778040332.044852,28.81
1778040332.167683,28.75
1778040332.288841,28.75
1778040332.4108112,28.75
1778040332.5323772,28.75
1778040332.6577969,28.69
1778040332.7799919,28.69
1778040332.9031594,28.62
1778040333.0233705,28.62
1778040333.1457498,28.69
1778040333.2681627,28.69
1778040333.3890524,28.69
1778040333.5097685,28.69
1778040333.6319454,28.50
1778040333.75492,28.50
1778040333.8778856,28.62
1778040334.0019622,28.62
1778040334.1257467,28.50
1778040334.2494864,28.50
1778040334.3696594,28.50
1778040334.4940507,28.50
1778040334.6278634,28.44
1778040334.7495584,28.44
1778040334.8713534,28.44
1778040335.003591,28.50
1778040335.1267817,28.50
1778040335.248992,28.44
1778040335.3710608,28.44
1778040335.5106575,28.44
1778040335.6340203,28.44
1778040335.7571707,28.44
1778040335.87648,28.44
1778040335.9991,28.50
1778040336.133687,28.50
1778040336.2652133,28.38
1778040336.38639,28.38
1778040336.5306227,28.38
1778040336.6562946,28.38
1778040336.7765455,28.25
1778040336.8974266,28.25
1778040337.019713,28.31
1778040337.1402583,28.31
1778040337.2632308,28.44
1778040337.3852546,28.44
1778040337.5059407,28.31
1778040337.6367579,28.31
1778040337.758235,28.19
1778040337.8781111,28.19
1778040338.001129,28.19
1778040338.1304486,28.19
1778040338.2528887,28.19
1778040338.3747091,28.19
1778040338.4977067,28.12
1778040338.62064,28.12
1778040338.7431972,28.12
1778040338.8667884,28.12
1778040338.990843,28.12
1778040339.1113417,28.12
1778040339.2342827,28.19
1778040339.3539653,28.19
1778040339.475574,28.00
1778040339.597263,28.00
1778040339.7296748,28.06
1778040339.852746,28.06
1778040339.9754572,28.12
1778040340.09797,28.12
1778040340.2201295,28.06
1778040340.3449993,28.06
1778040340.4679122,28.00
1778040340.5890245,28.00
1778040340.7074816,28.00
1778040340.8287725,28.00
1778040340.9504359,27.94
1778040341.0706613,27.94
1778040341.1928334,27.94
1778040341.317162,27.94
1778040341.4428864,27.88
1778040341.5656757,27.88
1778040341.6892154,27.81
1778040341.8140702,27.81
1778040341.9378045,27.94
1778040342.059561,27.94
1778040342.182248,27.81
1778040342.3045528,27.81
1778040342.4266946,27.88
1778040342.547925,27.88
1778040342.6698234,27.81
1778040342.790584,27.81
1778040342.9135582,27.94
1778040343.0337822,27.94
1778040343.16491,27.81
1778040343.285129,27.81
1778040343.4226573,27.75
1778040343.5713673,27.75
1778040343.691531,27.75
1778040343.8202558,27.75
1778040343.9433095,27.69
1778040344.0636692,27.69
1778040344.1879177,27.69
1778040344.308501,27.69
1778040344.43131,27.69
1778040344.5509934,27.69
1778040344.6738985,27.62
1778040344.7971153,27.62
1778040344.9215353,27.69
1778040345.0419579,27.69
1778040345.1730022,27.62
1778040345.305502,27.62
1778040345.4368086,27.69
1778040345.5597575,27.62
1778040345.6836684,27.62
1778040345.8057482,27.50
1778040345.927937,27.50
1778040346.0505333,27.50
1778040346.172984,27.50
1778040346.2924893,27.50
1778040346.4146209,27.56
1778040346.5365527,27.56
1778040346.65602,27.56
1778040346.7773724,27.56
1778040346.8980768,27.50
1778040347.0189095,27.50
1778040347.1395974,27.50
1778040347.2605834,27.50
1778040347.3822262,27.50
1778040347.5037606,27.50
1778040347.626671,27.44
1778040347.7468042,27.44
1778040347.8682327,27.44
1778040347.991485,27.44
1778040348.112494,27.38
1778040348.2347605,27.38
1778040348.357175,27.38
1778040348.477321,27.38
1778040348.5995398,27.31
1778040348.7197924,27.31
1778040348.8430402,27.44
1778040348.9669256,27.44
1778040349.103717,27.31
1778040349.2265,27.31
1778040349.3611171,27.38
1778040349.4934185,27.31
1778040349.6262984,27.31
1778040349.7478561,27.31
1778040349.867078,27.31
1778040350.01125,27.25
1778040350.145529,27.25
1778040350.287178,27.19
1778040350.4092987,27.19
1778040350.5597157,27.12
1778040350.6924481,27.12
1778040350.8140774,27.25
1778040350.9362748,27.25
1778040351.05748,27.25
1778040351.1799815,27.25
1778040351.3115647,27.12
1778040351.4470587,27.12
1778040351.583981,27.19
1778040351.7200522,27.12
1778040351.8507662,27.12
1778040351.9823742,27.19
1778040352.1049256,27.19
1778040352.225631,27.12
1778040352.3459375,27.12
1778040352.4659624,27.00
1778040352.589015,27.00
1778040352.7083375,27.19
1778040352.8300276,27.19
1778040352.9536855,27.12
1778040353.0929713,27.12
1778040353.2161527,26.88
1778040353.3345966,26.88
1778040353.4572926,27.00
1778040353.5825462,27.00
1778040353.711484,26.94
1778040353.8334627,26.94
1778040353.9565067,26.94
1778040354.0778127,26.94
1778040354.1987169,27.00
1778040354.3238146,27.00
1778040354.4489524,26.94
1778040354.5700603,26.94
1778040354.7057772,26.88
1778040354.8371925,26.88
1778040354.9612265,27.00
1778040355.0887275,27.00
1778040355.2205844,26.94
1778040355.3493888,26.94
1778040355.4736085,26.81
1778040355.595545,26.81
1778040355.7170453,26.81
1778040355.8354087,26.81
1778040355.9572906,26.88
1778040356.0776198,26.88
1778040356.1981883,26.75
1778040356.3196251,26.75
1778040356.4409995,26.88
1778040356.5642462,26.88
1778040356.6969562,26.69
1778040356.8192809,26.69
1778040356.9418197,26.75
1778040357.0657296,26.75
1778040357.1860797,26.75
1778040357.3092248,26.75
1778040357.4312778,26.75
1778040357.560936,26.75
1778040357.6927106,26.75
1778040357.8165286,26.75
1778040357.9366493,26.75
1778040358.0591328,26.75
1778040358.181703,26.69
1778040358.3018825,26.69
1778040358.4252625,26.56
1778040358.5463135,26.56
1778040358.6662772,26.69
1778040358.788337,26.69
1778040358.9076183,26.62
1778040359.0443676,26.62
1778040359.2761683,26.69
1778040359.461939,26.56
1778040359.5898728,26.62
