Time,temp
1778040063.955611,30.06
1778040064.0768118,29.94
1778040064.201963,29.94
1778040064.3250806,30.06
1778040064.4483573,30.06
1778040064.5706382,29.81
1778040064.6944294,29.81
1778040064.8173575,29.88
1778040064.9410243,29.88
1778040065.064446,29.69
1778040065.1899526,29.69
1778040065.3130705,29.75
1778040065.4347124,29.75
1778040065.5578117,29.69
1778040065.680272,29.69
1778040065.8034005,29.62
1778040065.9245439,29.62
1778040066.0461984,29.75
1778040066.1674573,29.75
1778040066.2908437,29.62
1778040066.4126115,29.62
1778040066.5352693,29.56
1778040066.6559608,29.56
1778040066.780323,29.44
1778040066.90245,29.44
1778040067.0258884,29.56
1778040067.1469917,29.56
1778040067.2732391,29.50
1778040067.4006898,29.50
1778040067.5241954,29.44
1778040067.6474555,29.44
1778040067.7706656,29.38
1778040067.891452,29.38
1778040068.0149207,29.44
1778040068.1379254,29.44
1778040068.2636003,29.31
1778040068.386022,29.31
1778040068.5083053,29.31
1778040068.6322591,29.31
1778040068.7536993,29.25
1778040068.8750339,29.25
1778040068.9977922,29.25
1778040069.1175966,29.25
1778040069.2393537,29.25
1778040069.360657,29.25
1778040069.4806917,29.19
1778040069.6033242,29.19
1778040069.7283127,29.06
1778040069.8529918,29.06
1778040069.9743633,29.06
1778040070.097219,29.06
1778040070.222084,29.19
1778040070.3464265,29.19
1778040070.4685166,29.12
1778040070.590775,29.12
1778040070.7138526,29.00
1778040070.8370223,29.00
1778040070.9576974,28.94
1778040071.0796576,28.94
1778040071.1993184,28.94
1778040071.3208804,28.94
1778040071.4421537,29.00
1778040071.5668356,29.00
1778040071.690464,29.00
1778040071.8112707,29.00
1778040071.9317176,28.94
1778040072.053527,28.94
1778040072.175524,28.88
1778040072.2963498,28.88
1778040072.419661,28.88
1778040072.54055,28.88
1778040072.6630943,28.81
1778040072.7846036,28.81
1778040072.9078157,28.69
1778040073.0282452,28.69
1778040073.150843,28.75
1778040073.2765186,28.75
1778040073.400717,28.81
1778040073.520851,28.81
1778040073.6448405,28.75
1778040073.7682087,28.75
1778040073.8915176,28.69
1778040074.0151997,28.69
1778040074.1375418,28.62
1778040074.2641068,28.62
1778040074.3875265,28.62
1778040074.5103304,28.62
1778040074.6347747,28.62
1778040074.75613,28.62
1778040074.8816826,28.62
1778040075.0038137,28.62
1778040075.1244984,28.62
1778040075.2477207,28.62
1778040075.3707948,28.56
1778040075.495928,28.56
1778040075.6181548,28.56
1778040075.7427986,28.56
1778040075.8655357,28.50
1778040075.9873948,28.50
1778040076.107718,28.56
1778040076.2292883,28.56
1778040076.3529236,28.50
1778040076.474484,28.50
1778040076.5976133,28.50
1778040076.723449,28.50
1778040076.8467622,28.44
1778040076.967162,28.44
1778040077.08791,28.38
1778040077.211881,28.38
1778040077.3364158,28.31
1778040077.4580247,28.31
1778040077.5811882,28.38
1778040077.7060618,28.38
1778040077.8286912,28.25
1778040077.9500315,28.25
1778040078.07519,28.38
1778040078.1989834,28.38
1778040078.3225274,28.31
1778040078.4470668,28.31
1778040078.5720108,28.25
1778040078.6946325,28.25
1778040078.815361,28.19
1778040078.940265,28.19
1778040079.0673616,28.12
1778040079.1926944,28.12
1778040079.3151007,28.12
1778040079.4399364,28.12
1778040079.5621247,28.12
1778040079.6831505,28.12
1778040079.805006,28.06
1778040079.9289196,28.06
1778040080.055088,28.00
1778040080.1772964,28.00
1778040080.3071613,28.12
1778040080.4293902,28.12
1778040080.5507627,28.06
1778040080.6733537,28.06
1778040080.796958,28.00
1778040080.918713,28.00
1778040081.0411544,28.06
1778040081.162165,28.06
1778040081.286787,27.94
1778040081.4113631,27.94
1778040081.5336275,28.06
1778040081.6577137,28.06
1778040081.7807708,27.94
1778040081.901045,27.94
1778040082.0237634,28.00
1778040082.1453338,28.00
1778040082.2709618,27.94
1778040082.4029965,27.94
1778040082.5252285,27.88
1778040082.6482325,27.88
1778040082.7736225,27.88
1778040082.8969588,27.88
1778040083.017346,27.88
1778040083.1393864,27.88
1778040083.2779508,27.88
1778040083.4339874,27.88
1778040083.5576737,27.81
1778040083.6796932,27.81
1778040083.8008366,27.94
1778040083.9231687,27.94
1778040084.0460503,27.75
1778040084.1700432,27.75
1778040084.2950823,27.81
1778040084.4172907,27.81
1778040084.5381298,27.69
1778040084.6607628,27.69
1778040084.7831457,27.62
1778040084.9038308,27.62
1778040085.026838,27.69
1778040085.146561,27.69
1778040085.2675042,27.62
1778040085.3891792,27.62
1778040085.5109675,27.62
1778040085.6337295,27.62
1778040085.7566633,27.62
1778040085.8789628,27.62
1778040085.9995637,27.56
1778040086.1237228,27.56
1778040086.2458136,27.69
1778040086.3675468,27.69
