Time,temp
1778040550.6857162,30.75
1778040550.8748024,30.75
1778040551.0631106,30.69
1778040551.2701623,30.69
1778040551.4761927,30.81
1778040551.6789966,30.81
1778040551.9058712,30.69
1778040552.1726875,30.56
1778040552.4258492,30.56
1778040552.62014,30.62
1778040552.8472419,30.56
1778040553.042629,30.44
1778040553.2503543,30.44
1778040553.4489644,30.44
1778040553.6800606,30.44
1778040553.925963,30.50
1778040554.1297982,30.50
1778040554.3200188,30.31
1778040554.533763,30.38
1778040554.7382448,30.31
1778040554.9918692,30.25
1778040555.1975706,30.19
1778040555.393139,30.31
1778040555.6166868,30.31
1778040555.8205452,30.19
1778040556.0389972,30.19
1778040556.2600117,30.12
1778040556.4721088,30.19
1778040556.6667333,30.06
1778040556.858879,30.06
1778040557.0702796,30.00
1778040557.3115346,30.06
1778040557.5157642,30.00
1778040557.7253458,29.94
1778040557.936744,29.94
1778040558.1490831,29.88
1778040558.3706775,29.81
1778040558.5953062,29.75
1778040558.8125017,29.75
1778040559.042243,29.94
1778040559.2874362,29.75
1778040559.5040016,29.75
1778040559.7037728,29.69
1778040559.9217591,29.69
1778040560.1449947,29.75
1778040560.3649395,29.75
1778040560.5911434,29.62
1778040560.7729917,29.62
1778040560.9753494,29.75
1778040561.2184803,29.56
1778040561.442129,29.56
1778040561.658934,29.56
1778040561.8754292,29.50
1778040562.0749676,29.50
1778040562.4040375,29.56
1778040562.6276066,29.44
1778040562.8297918,29.44
1778040563.0362453,29.31
1778040563.2295868,29.31
1778040563.4175253,29.50
1778040563.6449976,29.31
1778040563.851617,29.31
1778040564.107773,29.25
1778040564.3082428,29.31
1778040564.4546924,29.31
1778040564.5883687,29.31
1778040564.714213,29.31
1778040564.8363523,29.31
1778040564.9665542,29.31
1778040565.0914981,29.31
1778040565.2191632,29.31
1778040565.3537123,29.25
1778040565.47829,29.12
1778040565.6128857,29.12
1778040565.7682889,29.25
1778040565.9159288,29.25
1778040566.052116,29.19
1778040566.1743798,29.19
1778040566.2979522,29.06
1778040566.426263,29.06
1778040566.548143,29.12
1778040566.6692278,29.12
1778040566.791488,28.94
1778040566.9107866,28.94
1778040567.033334,29.00
1778040567.1537106,29.00
1778040567.277995,29.00
1778040567.4139483,29.00
1778040567.5362766,29.06
1778040567.6589558,29.06
1778040567.781653,29.06
1778040567.9035983,29.06
1778040568.0265276,28.81
1778040568.1494036,28.81
1778040568.2724001,28.88
1778040568.4198892,28.94
1778040568.5476558,28.94
1778040568.6697543,29.00
1778040568.7902741,29.00
1778040568.910374,28.88
1778040569.0300195,28.88
1778040569.153238,28.81
1778040569.3865066,28.81
1778040569.5523076,28.81
1778040569.679704,28.69
1778040569.8016517,28.69
1778040569.9221497,28.75
1778040570.0413508,28.75
1778040570.161795,28.75
1778040570.28546,28.75
1778040570.4077325,28.75
1778040570.5428603,28.75
1778040570.6637583,28.75
1778040570.7842917,28.75
1778040570.9066484,28.69
1778040571.0292,28.69
1778040571.1504068,28.62
1778040571.272646,28.62
1778040571.3933952,28.62
1778040571.5283287,28.62
1778040571.6506088,28.62
1778040571.770119,28.62
1778040571.8886778,28.62
1778040572.011181,28.62
1778040572.132563,28.56
1778040572.2573054,28.56
1778040572.3800855,28.56
1778040572.5165515,28.56
1778040572.6414173,28.56
1778040572.768398,28.56
1778040572.9143956,28.50
1778040573.0470421,28.50
1778040573.171138,28.50
1778040573.2936687,28.50
1778040573.427412,28.50
1778040573.5643384,28.50
1778040573.712567,28.56
1778040573.8577251,28.44
1778040573.9898329,28.44
1778040574.112544,28.50
1778040574.2315755,28.50
1778040574.3543115,28.38
1778040574.4771755,28.38
1778040574.615631,28.31
1778040574.7659178,28.31
1778040574.910673,28.38
1778040575.0426981,28.38
1778040575.1677265,28.31
1778040575.2878,28.31
1778040575.4119415,28.31
1778040575.5520942,28.31
1778040575.6992948,28.31
1778040575.824709,28.31
1778040575.9477108,28.31
1778040576.0695565,28.19
1778040576.1884825,28.19
1778040576.3082614,28.19
1778040576.4312012,28.19
1778040576.5526102,28.31
1778040576.6884801,28.31
1778040576.8118734,28.25
1778040576.93343,28.25
1778040577.052886,28.25
1778040577.17531,28.25
1778040577.2939322,28.19
1778040577.417982,28.19
1778040577.5417337,28.19
1778040577.675945,28.19
1778040577.7972815,28.06
1778040577.9183025,28.06
1778040578.0392435,28.06
1778040578.1624167,28.06
1778040578.3030078,28.12
1778040578.4351127,28.12
1778040578.5595174,28.12
1778040578.692304,28.12
1778040578.8177702,28.12
1778040578.9588177,28.12
1778040579.079159,28.00
1778040579.2045596,28.00
1778040579.3239639,28.00
1778040579.4530127,28.00
1778040579.5858347,27.88
1778040579.7348704,28.00
1778040579.8672986,28.00
1778040579.989407,27.94
1778040580.1235683,27.94
1778040580.24254,27.94
1778040580.365049,27.94
1778040580.4867728,27.88
1778040580.6112742,27.88
1778040580.7746625,27.94
1778040580.9002237,27.94
1778040581.0253289,27.81
1778040581.144876,27.81
1778040581.2651992,27.75
1778040581.3900104,27.75
1778040581.5129206,27.75
1778040581.6320338,27.75
1778040581.7757998,27.81
1778040581.8984156,27.81
1778040582.0263095,27.75
1778040582.1480274,27.75
1778040582.270232,27.81
1778040582.392659,27.81
1778040582.514315,27.75
1778040582.640923,27.75
1778040582.7897816,27.62
1778040582.9197986,27.69
1778040583.049449,27.69
1778040583.1687121,27.69
1778040583.291467,27.69
1778040583.4111757,27.69
1778040583.534653,27.69
1778040583.6548212,27.56
1778040583.7940872,27.56
1778040583.9410806,27.56
1778040584.066533,27.56
1778040584.1894605,27.56
1778040584.308804,27.56
1778040584.4317455,27.50
1778040584.5561607,27.50
1778040584.6759205,27.62
1778040584.806621,27.62
1778040584.9434319,27.50
1778040585.0684805,27.50
1778040585.1906328,27.62
1778040585.3102744,27.62
1778040585.4324496,27.50
1778040585.5516186,27.50
1778040585.6742842,27.50
1778040585.8003266,27.50
1778040586.0298734,27.44
1778040586.213983,27.44
1778040586.3349376,27.44
1778040586.458261,27.44
1778040586.5788975,27.44
1778040586.7029357,27.56
1778040586.8265808,27.56
1778040586.9615455,27.44
1778040587.0841417,27.44
1778040587.2290435,27.44
1778040587.3821077,27.31
1778040587.53647,27.31
1778040587.6683724,27.38
1778040587.8773932,27.38
1778040588.0857196,27.31
1778040588.3202283,27.31
1778040588.5086246,27.31
1778040588.6907744,27.31
1778040588.9021084,27.25
1778040589.1245735,27.19
1778040589.3657765,27.19
1778040589.582493,27.12
1778040589.785288,27.31
1778040590.033155,27.25
1778040590.3750334,27.19
1778040590.5949993,27.25
1778040590.774693,27.06
1778040590.9628112,27.06
1778040591.1895373,27.12
1778040591.3835819,27.06
1778040591.596242,27.19
1778040591.823582,27.06
1778040592.014924,27.00
1778040592.2152507,27.00
1778040592.4266727,27.06
1778040592.6339014,27.06
1778040592.8281827,27.12
1778040593.0417862,26.94
1778040593.2567282,27.06
1778040593.4633217,26.94
1778040593.6653585,26.94
1778040593.880296,26.94
1778040594.08663,26.94
1778040594.2831087,26.94
1778040594.4707818,26.81
1778040594.6938863,26.81
1778040594.9016037,26.81
1778040595.0988896,26.81
1778040595.303948,27.00
1778040595.5185902,26.81
1778040595.7405603,26.75
1778040595.951857,26.75
1778040596.1744323,26.75
1778040596.375992,26.75
1778040596.5769756,26.75
1778040596.7791462,26.81
1778040596.9797266,26.75
1778040597.2044337,26.81
1778040597.4173443,26.75
1778040597.6651003,26.69
1778040597.8939207,26.75
1778040598.105538,26.75
1778040598.3017554,26.69
1778040598.5242171,26.62
1778040598.739704,26.62
1778040598.944676,26.69
1778040599.1361191,26.62
1778040599.3596919,26.75
1778040599.5693614,26.75
1778040599.7787652,26.62
1778040599.9718862,26.56
1778040600.2030752,26.56
1778040600.4157991,26.62
1778040600.6093407,26.50
1778040600.8118157,26.50
1778040601.0433805,26.50
1778040601.259685,26.50
1778040601.470008,26.56
1778040601.688294,26.44
1778040601.9012468,26.38
1778040602.1003656,26.50
1778040602.3104432,26.50
1778040602.5216932,26.50
1778040602.7296991,26.44
1778040602.9489632,26.38
1778040603.148412,26.38
1778040603.3385193,26.44
1778040603.5555599,26.31
1778040603.8088703,26.25
1778040604.0154533,26.31
1778040604.2607892,26.31
1778040604.4876149,26.31
1778040604.7143378,26.44
1778040604.9368901,26.31
1778040605.1534126,26.31
1778040605.3498776,26.25
1778040605.5386436,26.12
1778040605.749536,26.31
1778040605.9525833,26.31
1778040606.1374161,26.31
1778040606.347221,26.25
1778040606.5610998,26.25
1778040606.7552648,26.31
1778040607.0745962,26.25
1778040607.3403852,26.19
1778040607.5434992,26.12
1778040607.7405634,26.06
1778040607.937484,26.12
1778040608.1421719,26.12
1778040608.3310719,26.12
1778040608.5325718,26.06
1778040608.8170345,26.12
1778040609.072256,26.00
1778040609.288717,26.12
1778040609.5053492,26.00
1778040609.712267,26.06
1778040609.9096093,26.12
1778040610.1184394,26.12
1778040610.3373952,26.06
1778040610.5402768,25.94
1778040610.7262352,26.06
